file,py_raw_score,js_raw_score,diff_raw_score,py_confidence,js_confidence,diff_confidence,py_primary_variance,js_primary_variance,diff_primary_variance,py_coherence,js_coherence,diff_coherence,match,py_verdict,js_verdict,verdict_match
001_03.jpg,1.0,1,0.0,1.0,1,0.0,0.611156,0.611156,3.3306690738754696e-14,0.013647,0.013647,0.0,True,AI,AI,True
001_08.jpg,1.0,1,0.0,1.0,1,0.0,0.607016,0.607016,2.1782575743145571e-13,0.016869,0.016869,0.0,True,AI,AI,True
002_03.jpg,1.0,1,0.0,1.0,1,0.0,0.559634,0.559634,3.480549182199866e-13,0.031471,0.031471,0.0,True,AI,AI,True
002_08.jpg,1.0,1,0.0,1.0,1,0.0,0.55387,0.55387,1.156852391659413e-13,0.035959,0.035959,0.0,True,AI,AI,True
003_03.jpg,1.0,1,0.0,1.0,1,0.0,0.659461,0.659461,1.7630341631047486e-13,0.024877,0.024877,0.0,True,AI,AI,True
003_08.jpg,1.0,1,0.0,1.0,1,0.0,0.656336,0.656336,3.852473895449293e-13,0.033356,0.033356,0.0,True,AI,AI,True
004_03.jpg,1.0,1,0.0,1.0,1,0.0,0.561415,0.561415,6.719069745031447e-13,0.062446,0.062446,0.0,True,AI,AI,True
004_08.jpg,1.0,1,0.0,1.0,1,0.0,0.555782,0.555782,1.7685852782278744e-13,0.069107,0.069107,0.0,True,AI,AI,True
005_03.jpg,1.0,1,0.0,1.0,1,0.0,0.578064,0.578064,1.028066520802895e-13,0.051746,0.051746,0.0,True,AI,AI,True
005_08.jpg,1.0,1,0.0,1.0,1,0.0,0.580016,0.580016,1.894040480010517e-13,0.054152,0.054152,0.0,True,AI,AI,True
006_03.jpg,1.0,1,0.0,1.0,1,0.0,0.621893,0.621893,3.5083047578154947e-14,0.018502,0.018502,0.0,True,AI,AI,True
006_08.jpg,1.0,1,0.0,1.0,1,0.0,0.604861,0.604861,4.660716257376407e-13,0.030568,0.030568,0.0,True,AI,AI,True
007_03.jpg,1.0,1,0.0,1.0,1,0.0,0.573203,0.573203,1.886268918838141e-13,0.011634,0.011634,0.0,True,AI,AI,True
007_08.jpg,1.0,1,0.0,1.0,1,0.0,0.559899,0.559899,5.117017920497346e-13,0.014967,0.014967,0.0,True,AI,AI,True
008_03.jpg,1.0,1,0.0,1.0,1,0.0,0.641425,0.641425,2.5091040356528538e-14,0.039151,0.039151,0.0,True,AI,AI,True
008_08.jpg,1.0,1,0.0,1.0,1,0.0,0.654145,0.654145,3.4361402612148595e-13,0.035958,0.035958,0.0,True,AI,AI,True
009_03.jpg,1.0,1,0.0,1.0,1,0.0,0.578883,0.578883,1.3367085216486885e-13,0.026473,0.026473,0.0,True,AI,AI,True
009_08.jpg,1.0,1,0.0,1.0,1,0.0,0.561522,0.561522,1.59539048638635e-13,0.03225,0.03225,0.0,True,AI,AI,True
010_03.jpg,1.0,1,0.0,1.0,1,0.0,0.633835,0.633835,4.255484853388225e-13,0.042212,0.042212,0.0,True,AI,AI,True
010_08.jpg,1.0,1,0.0,1.0,1,0.0,0.603752,0.603752,1.7208456881689926e-14,0.038387,0.038387,0.0,True,AI,AI,True
011_03.jpg,1.0,1,0.0,1.0,1,0.0,0.644994,0.644994,2.55351295663786e-13,0.016201,0.016201,0.0,True,AI,AI,True
011_08.jpg,1.0,1,0.0,1.0,1,0.0,0.634722,0.634722,2.2004620348070603e-13,0.021032,0.021032,0.0,True,AI,AI,True
012_03.jpg,1.0,1,0.0,1.0,1,0.0,0.596708,0.596708,5.240252676230739e-14,0.05985,0.05985,0.0,True,AI,AI,True
012_08.jpg,1.0,1,0.0,1.0,1,0.0,0.584375,0.584375,1.887379141862766e-15,0.061391,0.061391,0.0,True,AI,AI,True
013_03.jpg,1.0,1,0.0,1.0,1,0.0,0.55834,0.55834,1.73749903353837e-13,0.023184,0.023184,0.0,True,AI,AI,True
013_08.jpg,1.0,1,0.0,1.0,1,0.0,0.538775,0.538775,1.2800871473928055e-13,0.019078,0.019078,0.0,True,AI,AI,True
014_03.jpg,1.0,1,0.0,1.0,1,0.0,0.611672,0.611672,2.1793677973391823e-13,0.027465,0.027465,0.0,True,AI,AI,True
014_08.jpg,1.0,1,0.0,1.0,1,0.0,0.617188,0.617188,1.4499512701604544e-13,0.027198,0.027198,0.0,True,AI,AI,True
016_03.jpg,1.0,1,0.0,1.0,1,0.0,0.572934,0.572934,4.7406523151494184e-14,0.036485,0.036485,0.0,True,AI,AI,True
016_08.jpg,1.0,1,0.0,1.0,1,0.0,0.562554,0.562554,8.271161533457416e-14,0.049548,0.049548,0.0,True,AI,AI,True
017_03.jpg,1.0,1,0.0,1.0,1,0.0,0.649923,0.649923,4.768407890765047e-13,0.038579,0.038579,0.0,True,AI,AI,True
017_08.jpg,1.0,1,0.0,1.0,1,0.0,0.64809,0.64809,1.80855330711438e-13,0.040208,0.040208,0.0,True,AI,AI,True
018_03.jpg,1.0,1,0.0,1.0,1,0.0,0.58022,0.58022,2.984279490192421e-13,0.040477,0.040477,0.0,True,AI,AI,True
018_08.jpg,1.0,1,0.0,1.0,1,0.0,0.571034,0.571034,3.008704396734174e-13,0.046843,0.046843,0.0,True,AI,AI,True
019_03.jpg,1.0,1,0.0,1.0,1,0.0,0.60793,0.60793,3.5993430458347575e-13,0.061969,0.061969,0.0,True,AI,AI,True
019_08.jpg,1.0,1,0.0,1.0,1,0.0,0.603184,0.603184,4.353184479555239e-13,0.057406,0.057406,0.0,True,AI,AI,True
020_03.jpg,1.0,1,0.0,1.0,1,0.0,0.601987,0.601987,4.99711383383783e-13,0.032452,0.032452,0.0,True,AI,AI,True
020_08.jpg,1.0,1,0.0,1.0,1,0.0,0.584128,0.584128,2.353672812205332e-14,0.037854,0.037854,0.0,True,AI,AI,True
021_03.jpg,1.0,1,0.0,1.0,1,0.0,0.6684,0.6684,3.871347686867921e-13,0.055292,0.055292,0.0,True,AI,AI,True
021_08.jpg,1.0,1,0.0,1.0,1,0.0,0.662141,0.662141,2.6190161150907443e-13,0.064764,0.064764,0.0,True,AI,AI,True
022_03.jpg,1.0,1,0.0,1.0,1,0.0,0.634531,0.634531,1.865174681370263e-14,0.048249,0.048249,0.0,True,AI,AI,True
022_08.jpg,1.0,1,0.0,1.0,1,0.0,0.61586,0.61586,1.2456702336294256e-13,0.055082,0.055082,0.0,True,AI,AI,True
024_03.jpg,1.0,1,0.0,1.0,1,0.0,0.66492,0.66492,1.3244960683778118e-13,0.053029,0.053029,0.0,True,AI,AI,True
024_08.jpg,1.0,1,0.0,1.0,1,0.0,0.663285,0.663285,3.561595462997502e-13,0.056953,0.056953,0.0,True,AI,AI,True
025_03.jpg,1.0,1,0.0,1.0,1,0.0,0.693237,0.693237,1.680877659282487e-13,0.006328,0.006328,0.0,True,AI,AI,True
025_08.jpg,1.0,1,0.0,1.0,1,0.0,0.653536,0.653536,3.8269387658829146e-13,0.008153,0.008153,0.0,True,AI,AI,True
026_03.jpg,1.0,1,0.0,1.0,1,0.0,0.586023,0.586023,2.540190280342358e-13,0.054332,0.054332,0.0,True,AI,AI,True
026_08.jpg,1.0,1,0.0,1.0,1,0.0,0.573776,0.573776,7.560618797697316e-14,0.057345,0.057345,0.0,True,AI,AI,True
027_03.jpg,1.0,1,0.0,1.0,1,0.0,0.626462,0.626462,2.0305979120394113e-13,0.02629,0.02629,0.0,True,AI,AI,True
027_08.jpg,1.0,1,0.0,1.0,1,0.0,0.604814,0.604814,1.7053025658242404e-13,0.023715,0.023715,0.0,True,AI,AI,True
029_03.jpg,1.0,1,0.0,1.0,1,0.0,0.616506,0.616506,1.567634910770721e-13,0.040397,0.040397,0.0,True,AI,AI,True
029_08.jpg,1.0,1,0.0,1.0,1,0.0,0.61736,0.61736,7.108758026674877e-13,0.049287,0.049287,0.0,True,AI,AI,True
030_03.jpg,1.0,1,0.0,1.0,1,0.0,0.617525,0.617525,3.488320743372242e-13,0.001245,0.001245,0.0,True,AI,AI,True
030_08.jpg,1.0,1,0.0,1.0,1,0.0,0.583002,0.583002,1.4488410471358293e-13,0.003375,0.003375,0.0,True,AI,AI,True
031_03.jpg,1.0,1,0.0,1.0,1,0.0,0.625569,0.625569,2.829958489769524e-13,0.03349,0.03349,0.0,True,AI,AI,True
031_08.jpg,1.0,1,0.0,1.0,1,0.0,0.630824,0.630824,7.893685705084863e-14,0.029105,0.029105,0.0,True,AI,AI,True
032_03.jpg,1.0,1,0.0,1.0,1,0.0,0.6177,0.6177,3.7569947153315297e-13,0.02498,0.02498,0.0,True,AI,AI,True
032_08.jpg,1.0,1,0.0,1.0,1,0.0,0.605354,0.605354,6.100675520315235e-13,0.03555,0.03555,0.0,True,AI,AI,True
033_03.jpg,1.0,1,0.0,1.0,1,0.0,0.580949,0.580949,1.4455103780619538e-13,0.046817,0.046817,0.0,True,AI,AI,True
033_08.jpg,1.0,1,0.0,1.0,1,0.0,0.574217,0.574217,4.175548795615214e-13,0.050713,0.050713,0.0,True,AI,AI,True
034_03.jpg,1.0,1,0.0,1.0,1,0.0,0.617841,0.617841,3.715916463420399e-13,0.009737,0.009737,0.0,True,AI,AI,True
034_08.jpg,1.0,1,0.0,1.0,1,0.0,0.610539,0.610539,7.4495964952348e-14,0.00836,0.00836,0.0,True,AI,AI,True
036_03.jpg,1.0,1,0.0,1.0,1,0.0,0.609402,0.609402,4.496403249731884e-14,0.043297,0.043297,0.0,True,AI,AI,True
036_08.jpg,1.0,1,0.0,1.0,1,0.0,0.584271,0.584271,2.3314683517128287e-14,0.051703,0.051703,0.0,True,AI,AI,True
037_03.jpg,1.0,1,0.0,1.0,1,0.0,0.616966,0.616966,1.4477308241112041e-13,0.04515,0.04515,0.0,True,AI,AI,True
